lag_hours,acf_diff24,pacf_diff24
1,0.8411156355539327,0.8411156355539324
2,0.6717316683599309,-0.1221909464857457
3,0.5423658560506085,0.03852133105944882
4,0.4405028395899111,0.000409253861627671
6,0.2988789539089917,0.01443174439766587
12,0.09045694866455195,0.01032046397386244
24,-0.38665562123271324,-0.12497984024461588
48,-0.07506342751846069,-0.0671528380830655
72,-0.013329099614419982,-0.04388174702026505
