baseline,mae,rmse,residual_mean,residual_std,residual_skewness,residual_kurtosis
prediction_lag_24,16.202015699675606,21.301632620220765,-0.020107470965505286,21.30188687992169,0.06449988715128033,0.6812302137137594
prediction_lag_168,18.79251170046802,24.062744542398125,0.034816630760468516,24.063017290948753,-0.003130140451996903,0.156896065560995
