model,horizon,selected_config_id,selected_n_estimators,mean_cv_mae,mean_cv_rmse,std_cv_rmse,n_internal_folds,params_json
lightgbm,1,small_leaves,404,5.903840402857393,8.033374676486185,0.573601476766306,3,"{""config_id"": ""small_leaves"", ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 30, ""subsample"": 0.9, ""subsample_freq"": 1, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
lightgbm,4,small_leaves,311,10.897221915849864,13.892927306823177,1.434230921873873,3,"{""config_id"": ""small_leaves"", ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 30, ""subsample"": 0.9, ""subsample_freq"": 1, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}"
lightgbm,12,regularized,113,12.825187213690077,16.172981294870755,2.1003266979993938,3,"{""config_id"": ""regularized"", ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 0.8, ""subsample_freq"": 1, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
lightgbm,24,regularized,96,13.533038690098683,16.834278712848498,2.211617778859892,3,"{""config_id"": ""regularized"", ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 8, ""min_child_samples"": 40, ""subsample"": 0.8, ""subsample_freq"": 1, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}"
