window_idx,start,end,n_hours,observed_mean,observed_p90,observed_max,central_mae,prelim_coverage,prelim_mean_width,prelim_mean_interval_score,calibrated_coverage,calibrated_mean_width,calibrated_mean_interval_score,passes_high_o3_filter,distance_to_target_interval_score,coverage_abs_error
68,2024-06-27,2024-07-03 23:00:00,168,56.166666666666664,88.0,101.0,11.218957160212577,0.7559523809523809,31.14153338829965,52.342987974832646,0.7876984126984127,32.88504295839682,52.05542553948536,True,3.0922649926266743,0.012301587301587369
69,2024-07-06,2024-07-12 23:00:00,168,48.398809523809526,70.0,83.0,6.387465031848469,0.9166666666666666,29.463718037714756,32.889450929196556,0.9345238095238095,31.207227607811927,34.0027383191999,False,14.960422227658789,0.1345238095238095
70,2024-07-07,2024-07-13 23:00:00,168,47.48809523809524,66.0,74.0,6.159020185808856,0.9206349206349206,29.52239058690351,33.12230053796443,0.9384920634920635,31.265900157000676,34.250191264357696,False,14.712969282500993,0.13849206349206344
71,2024-07-08,2024-07-14 23:00:00,168,48.273809523809526,67.0,75.0,5.863952228037968,0.9246031746031746,28.974124201044365,32.56429843898595,0.9404761904761905,30.717633771141532,33.69389085720872,False,15.269269689649967,0.14047619047619042
72,2024-07-09,2024-07-15 23:00:00,168,48.017857142857146,67.0,75.0,6.026088111399688,0.9226190476190477,28.930818720738824,32.51400682621199,0.9404761904761905,30.674328290835987,33.62982054953487,False,15.333339997323819,0.14047619047619042
73,2024-07-10,2024-07-16 23:00:00,168,48.345238095238095,67.0,75.0,6.66861230983461,0.8869047619047619,28.784638569531328,34.35784718699968,0.9087301587301587,30.528148139628485,35.11354977597272,False,13.849610770885967,0.10873015873015868
74,2024-07-11,2024-07-17 23:00:00,168,48.38690476190476,67.30000000000001,93.0,7.3228737240371595,0.8531746031746031,28.891140402703737,37.2552380307012,0.8809523809523809,30.6346499728009,37.758504801089316,False,11.204655745769372,0.08095238095238089
75,2024-08-04,2024-08-10 23:00:00,168,65.0297619047619,89.90000000000003,120.0,10.341666392770582,0.7420634920634921,30.615886159934064,44.669646421126444,0.7658730158730159,32.35939573003123,44.324616601738384,True,4.638543945120304,0.03412698412698412
76,2024-08-05,2024-08-11 23:00:00,168,66.68452380952381,92.30000000000001,120.0,10.66986746965201,0.7361111111111112,30.686345909647617,48.15529323816961,0.7559523809523809,32.42985547974479,47.711392598952514,True,1.251767947906174,0.04404761904761911
77,2024-08-06,2024-08-12 23:00:00,168,66.25,92.30000000000001,120.0,10.717776920606763,0.7301587301587301,30.39391725770013,48.00902366398186,0.7579365079365079,32.13742682779729,47.54004601489985,True,1.4231145319588379,0.042063492063492136
78,2024-08-07,2024-08-13 23:00:00,168,66.00595238095238,93.60000000000002,120.0,11.055052485582289,0.7380952380952381,30.341596250228044,49.92439897903261,0.7658730158730159,32.08510582032521,49.486835618846676,True,0.5236750719879879,0.03412698412698412
79,2024-08-08,2024-08-14 23:00:00,168,68.98809523809524,95.30000000000001,120.0,11.559122602498727,0.7083333333333334,30.124825460242175,52.5466879319684,0.7400793650793651,31.86833503033934,51.9000942009101,True,2.9369336540514084,0.05992063492063493
80,2024-08-09,2024-08-15 23:00:00,168,69.86309523809524,95.30000000000001,120.0,11.522174445461182,0.7083333333333334,30.192584036463582,52.43158936887275,0.7440476190476191,31.93609360656075,51.80905614952202,True,2.845895602663333,0.055952380952380976
81,2024-08-10,2024-08-16 23:00:00,168,70.21428571428571,95.0,120.0,10.54494931777544,0.746031746031746,29.91878472786699,49.36882110368965,0.7757936507936508,31.66229429796415,49.051166437124294,True,0.08800589026560601,0.02420634920634923
82,2024-08-11,2024-08-17 23:00:00,168,70.25595238095238,93.0,103.0,9.68850845472917,0.7579365079365079,28.8857704796757,45.91243549125865,0.7876984126984127,30.629280049772863,45.667547468755735,True,3.295613078102953,0.012301587301587369
83,2024-08-12,2024-08-18 23:00:00,168,67.51785714285714,89.0,103.0,10.004464328980726,0.7361111111111112,28.697021571977192,46.511127676318914,0.7718253968253969,30.440531142074356,46.10595865999751,True,2.8572018868611764,0.028174603174603186
84,2024-08-13,2024-08-19 23:00:00,168,64.85119047619048,89.0,103.0,10.139982622452345,0.7380952380952381,29.022831424782275,47.145136960498334,0.7658730158730159,30.76634099487944,46.72490029098879,True,2.2382602558698963,0.03412698412698412
85,2024-08-22,2024-08-28 23:00:00,168,69.64285714285714,90.30000000000001,101.0,8.703976675841027,0.7619047619047619,27.227131312957383,37.673845932778846,0.8035714285714286,28.970640883054546,37.56372912660428,True,11.399431420254409,0.0035714285714285587
86,2024-08-23,2024-08-29 23:00:00,168,69.86309523809524,91.0,101.0,9.453988706288584,0.7440476190476191,27.13182807693907,43.89843093682983,0.7797619047619048,28.87533764703624,43.58539323627978,True,5.3777673105789106,0.020238095238095277
87,2024-08-24,2024-08-30 23:00:00,168,66.06547619047619,87.30000000000001,101.0,9.848494385396588,0.7380952380952381,27.542493257230277,46.40822329569942,0.7738095238095238,29.286002827327444,46.012023514770526,True,2.9511370320881625,0.02619047619047621
88,2024-08-25,2024-08-31 23:00:00,168,64.83928571428571,88.0,99.0,9.555392110227142,0.753968253968254,27.911417025924237,47.246605886795884,0.7738095238095238,29.6549265960214,46.902801658054656,True,2.060358888804032,0.02619047619047621
89,2024-08-26,2024-09-01 23:00:00,168,66.05952380952381,91.0,99.0,10.202268634608334,0.7242063492063492,28.05185414452706,47.63659349662794,0.75,29.795363714624223,47.04938995359522,True,1.9137705932634717,0.050000000000000044
90,2024-09-04,2024-09-10 23:00:00,168,58.30952380952381,81.30000000000001,101.0,10.727515288965158,0.6964285714285714,29.099137547966404,49.71760990366077,0.7242063492063492,30.842647118063567,48.873552524824895,False,0.08960802203379359,0.07579365079365086
91,2024-09-05,2024-09-11 23:00:00,168,61.351190476190474,81.30000000000001,101.0,10.322587736816514,0.7003968253968254,28.42928514919885,48.81813044739345,0.7281746031746031,30.172794719296018,48.04406935378368,False,0.9190911930750119,0.0718253968253969
92,2024-09-06,2024-09-12 23:00:00,168,60.273809523809526,81.30000000000001,101.0,10.898576247612118,0.6746031746031746,28.373185971084148,49.801802925527646,0.7063492063492064,30.11669554118131,48.825152384805705,False,0.1380081620529836,0.09365079365079365
93,2024-09-07,2024-09-13 23:00:00,168,59.041666666666664,82.30000000000001,101.0,11.24597966853086,0.6626984126984127,28.682189763501075,52.8783808633301,0.6884920634920635,30.425699333598235,51.7323444499003,False,2.7691839030416148,0.11150793650793656
94,2024-09-08,2024-09-14 23:00:00,168,58.660714285714285,81.0,101.0,10.954060107227935,0.6746031746031746,28.93045431871518,52.68904580847944,0.7003968253968254,30.67396388881234,51.68766926459372,False,2.7245087177350342,0.0996031746031747
95,2024-09-09,2024-09-15 23:00:00,168,58.273809523809526,83.30000000000001,101.0,11.377166446327676,0.6686507936507936,29.274959195509446,52.70820868066696,0.6924603174603174,31.018468765606613,51.71219299317032,False,2.749032446311631,0.1075396825396826
96,2024-09-10,2024-09-16 23:00:00,168,57.13690476190476,84.60000000000002,101.0,11.813622830502338,0.6706349206349206,30.01577257036209,55.78412812960701,0.6984126984126984,31.759282140459256,54.81779427819592,False,5.8546337313372305,0.10158730158730167
97,2024-09-19,2024-09-25 23:00:00,168,57.148809523809526,85.0,119.0,12.618686390251707,0.6924603174603174,31.368495805222988,60.51897507423077,0.7182539682539683,33.11200537532015,59.71960017318709,False,10.756439626328401,0.08174603174603179
98,2024-09-20,2024-09-26 23:00:00,168,58.32142857142857,85.0,119.0,13.291086266559004,0.6706349206349206,31.570502289208342,63.76088897876284,0.7003968253968254,33.31401185930551,62.821103127349176,False,13.857942580490487,0.0996031746031747
99,2024-09-21,2024-09-27 23:00:00,168,60.232142857142854,85.0,119.0,13.078926864894807,0.6785714285714286,31.4581665235274,62.81895454749505,0.7142857142857143,33.20167609362456,62.002284881512914,False,13.039124334654225,0.08571428571428574
100,2024-09-22,2024-09-28 23:00:00,168,59.904761904761905,84.0,119.0,12.633450631221121,0.7063492063492064,31.17692297720832,60.55410702583425,0.7361111111111112,32.92043254730549,59.940757615946424,False,10.977597069087736,0.06388888888888888
101,2024-09-23,2024-09-29 23:00:00,168,62.31547619047619,84.0,119.0,12.153616230235532,0.7202380952380952,30.626456231837654,55.07965421624721,0.751984126984127,32.369965801934825,54.63919980824604,False,5.676039261387352,0.04801587301587307
102,2024-09-24,2024-09-30 23:00:00,168,62.654761904761905,84.0,119.0,11.302046141225068,0.7420634920634921,30.117998061429248,50.43478277768997,0.7738095238095238,31.861507631526415,50.20642090470018,False,1.2432603578414927,0.02619047619047621
103,2024-09-25,2024-10-01 23:00:00,168,60.785714285714285,82.30000000000001,98.0,10.416406645250852,0.7777777777777778,30.002134322754113,43.97952106519147,0.8115079365079365,31.745643892851284,44.011820351345776,False,4.951340195512913,0.011507936507936467
104,2024-10-18,2024-10-24 23:00:00,168,38.464285714285715,60.0,70.0,9.943431218985426,0.8095238095238095,31.747507231632902,41.38244999133594,0.8253968253968254,33.49101680173007,41.57006410726033,False,7.393096439598359,0.025396825396825307
105,2024-10-19,2024-10-25 23:00:00,168,37.023809523809526,60.0,70.0,9.807668141043584,0.8194444444444444,32.10125839202689,41.28003143048036,0.8432539682539683,33.84476796212405,41.566557938923374,False,7.396602607935314,0.04325396825396821
106,2024-10-20,2024-10-26 23:00:00,168,36.857142857142854,60.0,70.0,9.942134197251791,0.8194444444444444,32.60746108199014,41.349908936865596,0.8492063492063492,34.3509706520873,41.68584356563466,False,7.2773169812240255,0.04920634920634914
107,2024-11-06,2024-11-12 23:00:00,168,34.11904761904762,56.0,68.0,9.951294547528535,0.8095238095238095,32.48184551374204,41.078329079201076,0.8313492063492064,34.225355083839204,41.20041721837766,False,7.762743328481029,0.03134920634920635
108,2024-11-07,2024-11-13 23:00:00,168,34.42261904761905,54.60000000000002,68.0,10.043582226706189,0.8154761904761905,32.33638100097663,41.35396276534029,0.8373015873015873,34.079890571073804,41.519692912979416,False,7.443467633879273,0.03730158730158728
109,2024-11-08,2024-11-14 23:00:00,168,32.041666666666664,52.0,66.0,9.596220675741497,0.8452380952380952,32.38179591856463,39.566330846603876,0.873015873015873,34.125305488661795,39.99593105774131,False,8.96722948911738,0.07301587301587298
110,2024-11-09,2024-11-15 23:00:00,168,30.214285714285715,49.0,66.0,9.610478177834858,0.8492063492063492,32.12656317082105,38.738733004340546,0.8829365079365079,33.87007274091821,39.19214196695854,False,9.77101857990015,0.08293650793650786
111,2024-11-10,2024-11-16 23:00:00,168,30.261904761904763,50.0,77.0,10.190482335676116,0.8293650793650794,31.936906640927468,42.10624794838743,0.8630952380952381,33.680416211024635,42.439736997616485,False,6.523423549242203,0.0630952380952381
112,2024-11-11,2024-11-17 23:00:00,168,30.178571428571427,50.0,77.0,10.525274831395537,0.8214285714285714,32.12221907324165,42.7462598056855,0.8551587301587301,33.86572864333881,43.058906294105924,False,5.904254252752764,0.055158730158730074
