target_timestamp,y_true,y_pred_baseline_seasonal_naive,y_pred_linear_regression,y_pred_lightgbm,y_pred_catboost
2024-01-17 14:00:00,49.0,8.0,18.989764112452406,22.146039085693445,22.426825579814516
2024-01-17 15:00:00,55.0,6.0,30.388761014196987,30.24202379696823,31.975975332780806
2024-01-17 16:00:00,41.0,1.0,26.179841887822416,23.53365011910011,28.256490538093907
2024-01-17 17:00:00,30.0,1.0,28.911681655515785,22.03228564433683,22.59116392481773
2024-01-17 18:00:00,42.0,1.0,30.98356805098534,24.3458115560509,25.351029196942367
2024-01-17 19:00:00,30.0,1.0,27.85559531864964,24.947467987493816,23.95284461006019
2024-01-17 20:00:00,45.0,1.0,18.575353694611746,14.26963232451075,16.954161140183786
2024-01-17 21:00:00,45.0,1.0,13.531770554547307,13.78791544909926,15.946398794932907
2024-01-17 22:00:00,49.0,2.0,21.024389733136882,22.73408436203549,23.064535337522432
2024-01-17 23:00:00,49.0,2.0,13.211157101600811,20.770112020897056,19.117305025768335
2024-01-18 00:00:00,51.0,1.0,23.053876576672295,29.795485906998316,29.765956729910194
2024-01-18 01:00:00,61.0,1.0,21.056391106837925,29.734451918390018,30.829450757608587
2024-01-18 02:00:00,63.0,11.0,25.43652041148653,34.359144021839114,36.62900144893754
2024-01-18 03:00:00,57.0,37.0,29.019988809456137,38.40608152777859,40.49411384244637
2024-01-18 04:00:00,46.0,26.0,30.848924656321568,42.15713110661855,40.8625147780318
2024-01-18 05:00:00,28.0,14.0,33.066535595521046,43.38031904888145,43.191314762283454
2024-01-18 06:00:00,23.0,6.0,31.179247936709324,42.12284134908733,39.6427036714483
2024-01-18 07:00:00,18.0,1.0,25.260136246180558,27.989294000403895,28.627333094588284
2024-01-18 08:00:00,13.0,1.0,28.59695439600721,22.03054333499813,21.56640913832545
2024-01-18 09:00:00,22.0,3.0,24.336250781149435,16.363135969512747,19.083663682269822
2024-01-18 10:00:00,46.0,6.0,26.206661287954866,23.545481166448244,23.758020174389056
2024-01-18 11:00:00,55.0,32.0,33.23452914172161,34.272410653682016,30.33065022601609
2024-01-18 12:00:00,58.0,35.0,33.13828892492058,34.97911034213756,31.834471624859145
2024-01-18 13:00:00,55.0,39.0,40.49488375459923,38.600753796203996,36.55126373629368
2024-01-18 14:00:00,61.0,49.0,49.543155401137895,46.1478157619886,47.935460300543824
2024-01-18 15:00:00,61.0,55.0,51.60924783271368,52.52915743255009,53.01468663772974
2024-01-18 16:00:00,53.0,41.0,47.527104775847455,46.43561413076795,48.49804081334705
2024-01-18 17:00:00,45.0,30.0,40.28056958623725,39.698099780087176,40.93075874616209
2024-01-18 18:00:00,28.0,42.0,43.653244714744154,41.43561825127603,40.45606912391431
2024-01-18 19:00:00,19.0,30.0,39.087992789370965,38.34213507960374,37.88132608341983
2024-01-18 20:00:00,16.0,45.0,37.98967074115984,38.14384792384214,38.60397886324914
2024-01-18 21:00:00,14.0,45.0,35.168376036998986,33.07116016861016,35.19741026206659
2024-01-18 22:00:00,34.0,49.0,27.54881123583663,25.005248836545423,27.31850224656782
2024-01-18 23:00:00,41.0,49.0,24.94990653068587,18.397529871815,23.01541485438632
2024-01-19 00:00:00,40.0,51.0,24.142786457903917,18.324261557220158,21.64664704824804
2024-01-19 01:00:00,34.0,61.0,24.80778119583826,18.678769223053337,23.54204687954365
2024-01-19 02:00:00,31.0,63.0,34.51619988218787,35.50271636433859,33.8593624756558
2024-01-19 03:00:00,41.0,57.0,36.35234359150258,38.49597062942886,39.29021827122313
2024-01-19 04:00:00,52.0,46.0,30.827794181081,36.81093753196716,35.682653791614364
2024-01-19 05:00:00,52.0,28.0,22.231020578022346,29.599825927794868,29.495289181615014
2024-01-19 06:00:00,52.0,23.0,19.062899072412286,23.444659819733147,23.24426178253302
2024-01-19 07:00:00,43.0,18.0,23.74662020095051,18.877116066379322,19.826951315557753
2024-01-19 08:00:00,32.0,13.0,30.456105017157206,22.618109066282614,24.52402705014625
2024-01-19 09:00:00,33.0,22.0,34.09466921489189,29.226287769363154,27.988409433139864
2024-01-19 10:00:00,34.0,46.0,42.2228457107415,38.55405767968688,37.385356753090136
2024-01-19 11:00:00,37.0,55.0,44.20143247159443,43.67647035906833,43.38053848649623
