start,end,n_hours,source_notebook,selection_rule,figure_horizons,selection_horizons,window_idx,observed_mean,observed_p90,observed_max,mean_mae_supervised,distance_to_median_mae,use_high_o3_filter,high_o3_quantile,scoring_metric,median_mae_supervised_eligible
2024-06-25,2024-07-01 23:00:00,168,05_point_forecast_comparison,"Tramo continuo común a los horizontes de selección, con p90 observado en el cuartil superior y MAE medio supervisado próximo a la mediana de los tramos elegibles.","1,4,24","1,4,12,24",66,58.92857142857143,86.0,101.0,11.589590636827943,0.008321564571492246,True,0.75,mean_mae_supervised,11.58126907225645
