horizon,split,origin_timestamp,target_timestamp,y_true,y_pred,model,baseline_rule,baseline_source_timestamp,source_lag_from_origin_h,is_evaluable,residual,abs_error,squared_error,model_display,method,alpha,nominal_coverage,q_hat,lower,upper,interval_width,covered,miss_lower,miss_upper,interval_score,method_display,label,short_name,color,y_pred_reference,lower_quantile,upper_quantile,q_level,y_pred_quantile_median,y_pred_mapie,lower_prelim,upper_prelim,raw_interval_width,y_pred_point,_horizon_num,point_pred,interval_lower,interval_upper
24,validation,2024-08-11 19:00:00,2024-08-12 19:00:00,74.0,84.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-11 19:00:00,0.0,True,-10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,57.0,111.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,84.0,,,,,,,,,,24,84.0,57.0,111.0
24,validation,2024-08-11 20:00:00,2024-08-12 20:00:00,77.0,82.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-11 20:00:00,0.0,True,-5.0,5.0,25.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,55.0,109.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,82.0,,,,,,,,,,24,82.0,55.0,109.0
24,validation,2024-08-11 21:00:00,2024-08-12 21:00:00,76.0,78.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-11 21:00:00,0.0,True,-2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,51.0,105.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,78.0,,,,,,,,,,24,78.0,51.0,105.0
24,validation,2024-08-11 22:00:00,2024-08-12 22:00:00,81.0,78.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-11 22:00:00,0.0,True,3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,51.0,105.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,78.0,,,,,,,,,,24,78.0,51.0,105.0
24,validation,2024-08-11 23:00:00,2024-08-12 23:00:00,76.0,80.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-11 23:00:00,0.0,True,-4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,53.0,107.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,80.0,,,,,,,,,,24,80.0,53.0,107.0
24,validation,2024-08-12 00:00:00,2024-08-13 00:00:00,70.0,74.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 00:00:00,0.0,True,-4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,47.0,101.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,74.0,,,,,,,,,,24,74.0,47.0,101.0
24,validation,2024-08-12 01:00:00,2024-08-13 01:00:00,68.0,78.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 01:00:00,0.0,True,-10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,51.0,105.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,78.0,,,,,,,,,,24,78.0,51.0,105.0
24,validation,2024-08-12 02:00:00,2024-08-13 02:00:00,70.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 02:00:00,0.0,True,-5.0,5.0,25.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-12 03:00:00,2024-08-13 03:00:00,52.0,68.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 03:00:00,0.0,True,-16.0,16.0,256.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,41.0,95.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,68.0,,,,,,,,,,24,68.0,41.0,95.0
24,validation,2024-08-12 04:00:00,2024-08-13 04:00:00,45.0,49.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 04:00:00,0.0,True,-4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,22.0,76.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,49.0,,,,,,,,,,24,49.0,22.0,76.0
24,validation,2024-08-12 05:00:00,2024-08-13 05:00:00,41.0,59.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 05:00:00,0.0,True,-18.0,18.0,324.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,32.0,86.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,59.0,,,,,,,,,,24,59.0,32.0,86.0
24,validation,2024-08-12 06:00:00,2024-08-13 06:00:00,48.0,59.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 06:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,32.0,86.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,59.0,,,,,,,,,,24,59.0,32.0,86.0
24,validation,2024-08-12 07:00:00,2024-08-13 07:00:00,25.0,52.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 07:00:00,0.0,True,-27.0,27.0,729.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,25.0,79.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,52.0,,,,,,,,,,24,52.0,25.0,79.0
24,validation,2024-08-12 08:00:00,2024-08-13 08:00:00,37.0,57.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 08:00:00,0.0,True,-20.0,20.0,400.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,30.0,84.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,57.0,,,,,,,,,,24,57.0,30.0,84.0
24,validation,2024-08-12 09:00:00,2024-08-13 09:00:00,52.0,38.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 09:00:00,0.0,True,14.0,14.0,196.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,11.0,65.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,38.0,,,,,,,,,,24,38.0,11.0,65.0
24,validation,2024-08-12 10:00:00,2024-08-13 10:00:00,56.0,55.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 10:00:00,0.0,True,1.0,1.0,1.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,28.0,82.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,55.0,,,,,,,,,,24,55.0,28.0,82.0
24,validation,2024-08-12 11:00:00,2024-08-13 11:00:00,70.0,57.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 11:00:00,0.0,True,13.0,13.0,169.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,30.0,84.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,57.0,,,,,,,,,,24,57.0,30.0,84.0
24,validation,2024-08-12 12:00:00,2024-08-13 12:00:00,80.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 12:00:00,0.0,True,7.0,7.0,49.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,24,73.0,46.0,100.0
24,validation,2024-08-12 13:00:00,2024-08-13 13:00:00,79.0,84.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 13:00:00,0.0,True,-5.0,5.0,25.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,57.0,111.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,84.0,,,,,,,,,,24,84.0,57.0,111.0
24,validation,2024-08-12 14:00:00,2024-08-13 14:00:00,72.0,84.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 14:00:00,0.0,True,-12.0,12.0,144.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,57.0,111.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,84.0,,,,,,,,,,24,84.0,57.0,111.0
24,validation,2024-08-12 15:00:00,2024-08-13 15:00:00,54.0,83.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 15:00:00,0.0,True,-29.0,29.0,841.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,56.0,110.0,54.0,False,True,False,74.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,83.0,,,,,,,,,,24,83.0,56.0,110.0
24,validation,2024-08-12 16:00:00,2024-08-13 16:00:00,78.0,81.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 16:00:00,0.0,True,-3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,54.0,108.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,81.0,,,,,,,,,,24,81.0,54.0,108.0
24,validation,2024-08-12 17:00:00,2024-08-13 17:00:00,74.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 17:00:00,0.0,True,-1.0,1.0,1.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-12 18:00:00,2024-08-13 18:00:00,79.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 18:00:00,0.0,True,4.0,4.0,16.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,24,75.0,48.0,102.0
24,validation,2024-08-12 19:00:00,2024-08-13 19:00:00,80.0,74.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 19:00:00,0.0,True,6.0,6.0,36.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,47.0,101.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,74.0,,,,,,,,,,24,74.0,47.0,101.0
24,validation,2024-08-12 20:00:00,2024-08-13 20:00:00,71.0,77.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 20:00:00,0.0,True,-6.0,6.0,36.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,50.0,104.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,77.0,,,,,,,,,,24,77.0,50.0,104.0
24,validation,2024-08-12 21:00:00,2024-08-13 21:00:00,99.0,76.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 21:00:00,0.0,True,23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,49.0,103.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,76.0,,,,,,,,,,24,76.0,49.0,103.0
24,validation,2024-08-12 22:00:00,2024-08-13 22:00:00,88.0,81.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 22:00:00,0.0,True,7.0,7.0,49.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,54.0,108.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,81.0,,,,,,,,,,24,81.0,54.0,108.0
24,validation,2024-08-12 23:00:00,2024-08-13 23:00:00,77.0,76.0,baseline_seasonal_naive,same_hour_previous_day,2024-08-12 23:00:00,0.0,True,1.0,1.0,1.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,49.0,103.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,76.0,,,,,,,,,,24,76.0,49.0,103.0
